"song","artist","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","popularity"
"Let It Go","James Bay","Folk",0.546,0.311,0.0909090909090909,0.826733333333333,1,0.0288,0.818,1.65e-05,0.107,0.246,0.147464,1,0.73
"First Defeat","Noah Gundersen","Folk",0.519,0.214,0.454545454545455,0.812616666666667,1,0.0298,0.858,0.0021,0.118,0.229,0.144411,1,0.48
"Hollow (Acoustic)","Belle Mt.","Folk",0.499,0.229,1,0.8393,1,0.0361,0.822,4.59e-06,0.0914,0.239,0.178461,0,0.57
"Changes","Langhorne Slim","Folk",0.668,0.367,1,0.816633333333333,1,0.0285,0.891,0.00521,0.103,0.342,0.11021,1,0.57
"I-89 - Recorded At Spotify Studios NYC","I'm With Her","Folk",0.581,0.375,0.636363636363636,0.806816666666667,0,0.0359,0.818,1.05e-06,0.109,0.649,0.089582,1,0.45
"Sleep On The Floor","The Lumineers","Folk",0.389,0.431,0.636363636363636,0.86565,1,0.0344,0.249,0,0.13,0.275,0.14214,1,0.55
"Without Me","Rayland Baxter","Folk",0.47,0.351,0.636363636363636,0.843583333333333,1,0.034,0.757,1.32e-06,0.556,0.392,0.152013,1,0.42
"Shiver","Lucy Rose","Folk",0.423,0.183,0.818181818181818,0.774716666666667,1,0.0344,0.715,4.25e-05,0.104,0.142,0.122341,0,0.49
"Mexico","The Staves","Folk",0.558,0.117,0.454545454545455,0.717366666666667,1,0.0345,0.964,0.000686,0.0847,0.174,0.131847,1,0.45
"Feathers","Isobel Anderson","Folk",0.521,0.194,0.181818181818182,0.7598,1,0.0457,0.929,0,0.0931,0.324,0.115392,1,0.34
"Follow My Voice","Julie Byrne","Folk",0.408,0.0811,0.181818181818182,0.75575,1,0.0402,0.959,4.38e-05,0.133,0.177,0.111263,2,0.5
"My Dreams Have All Come True","John Paul White","Folk",0.519,0.461,0.909090909090909,0.904683333333333,1,0.0261,0.459,6.72e-06,0.0906,0.208,0.111982,0,0.22
"Tidal Wave - Acoustic","Old Sea Brigade","Folk",0.646,0.288,0.363636363636364,0.736716666666667,1,0.032,0.935,0.0012,0.16,0.337,0.106927,1,0
"Slow Burn","Kacey Musgraves","Folk",0.555,0.43,0.181818181818182,0.84825,1,0.0295,0.462,0.000191,0.0869,0.274,0.147613,1,0.69
"I Am California","John Craigie","Folk",0.455,0.172,0.272727272727273,0.828916666666667,1,0.0307,0.236,0.0013,0.102,0.189,0.118161,0,0.55
"The Wolves","Mandolin Orange","Folk",0.539,0.34,0.181818181818182,0.763166666666667,1,0.0373,0.859,0.0349,0.129,0.352,0.156662,1,0
"I'll Keep You","Robby Hecht","Folk",0.511,0.145,0.909090909090909,0.836216666666667,1,0.0335,0.934,2.64e-06,0.123,0.547,0.128138,1,0.42
"Golden (Acoustic)","Becca Mancari","Folk",0.359,0.17,0.363636363636364,0.818083333333333,1,0.0308,0.91,0.000238,0.11,0.178,0.137062,0,0.49
"Uh Huh - Acoustic","Jade Bird","Folk",0.368,0.441,0.363636363636364,0.889066666666667,1,0.0457,0.599,0,0.145,0.297,0.192461,1,0
"Crescent City","I'm With Her","Folk",0.542,0.136,0.0909090909090909,0.753383333333333,0,0.0348,0.937,6.92e-05,0.11,0.37,0.105503,1,0.37
"Before You","Fortunate Ones","Folk",0.505,0.252,0.818181818181818,0.830516666666667,1,0.0321,0.765,0,0.0829,0.393,0.08083,1,0.42
"Call It Dreaming","Iron & Wine","Folk",0.519,0.515,0.454545454545455,0.842533333333333,1,0.031,0.61,5.66e-05,0.107,0.714,0.080329,1,0.62
"Vedauwoo","Lowland Hum","Folk",0.643,0.213,0.272727272727273,0.740266666666667,1,0.0324,0.891,0.00138,0.211,0.12,0.137709,-2,0.53
"Holocene","Bon Iver","Folk",0.375,0.304,0.0909090909090909,0.758,1,0.0302,0.943,0.303,0.126,0.147,0.147989,1,0.68
"The Cave","Mumford & Sons","Folk",0.576,0.486,0.363636363636364,0.843933333333333,1,0.0406,0.0606,0.000143,0.093,0.337,0.141951,1,0.02
"Dirty Paws","Of Monsters and Men","Folk",0.359,0.648,0.272727272727273,0.882333333333333,1,0.035,0.108,0.0135,0.0555,0.133,0.111733,1,0.56
"Mess Is Mine","Vance Joy","Folk",0.595,0.723,0.636363636363636,0.8624,1,0.0349,0.047,0.0286,0.0995,0.272,0.108043,-2,0.67
"Echo - Recorded at Spotify Studios NYC","Mandolin Orange","Folk",0.512,0.368,0.636363636363636,0.794533333333333,1,0.0425,0.958,0.0157,0.0613,0.612,0.181676,1,0
"Right Down The Line","Lucius","Folk",0.802,0.354,0.0909090909090909,0.86515,0,0.034,0.822,2.57e-06,0.114,0.418,0.119972,1,0.51
"Sedona","Houndmouth","Folk",0.396,0.677,0.272727272727273,0.874783333333333,1,0.0354,0.0372,0.000137,0.112,0.249,0.135177,1,0.66
"Work Song","Hozier","Folk",0.531,0.359,0.909090909090909,0.872133333333333,1,0.0619,0.749,0,0.112,0.254,0.121249,1,0.6
"Turn the Skies of Blue On","Fionn Regan","Folk",0.447,0.294,0,0.671733333333333,1,0.0329,0.818,0.824,0.147,0.442,0.204085,1,0.39
"Chapel of Pines","Waxahatchee","Folk",0.335,0.0392,0.363636363636364,0.758333333333333,1,0.0412,0.967,0.0042,0.0952,0.356,0.183817,1,0.37
"Imagining My Man","Aldous Harding","Folk",0.575,0.182,0,0.766783333333333,1,0.028,0.965,0.0139,0.114,0.287,0.098062,1,0
"Pale November Dew","The Dead Tongues","Folk",0.526,0.508,0.727272727272727,0.85595,1,0.029,0.859,0.0729,0.126,0.43,0.112012,1,0
"Call the Days","Nadia Reid","Folk",0.44,0.289,0.181818181818182,0.803383333333333,1,0.0311,0.608,0.000748,0.13,0.142,0.07513,1,0
"Halo Light","Buck Meek","Folk",0.613,0.446,0.0909090909090909,0.804183333333333,1,0.0388,0.453,9.44e-05,0.145,0.352,0.077455,1,0.38
"Whisper In Her Ear","The Milk Carton Kids","Folk",0.586,0.208,0.454545454545455,0.746266666666667,1,0.0343,0.947,0.0177,0.133,0.451,0.090574,1,0.49
"The Breach","Dustin Tebbutt","Folk",0.629,0.585,0.0909090909090909,0.857283333333333,1,0.0269,0.614,0.0725,0.129,0.523,0.102984,2,0.61
"Old Soul - Acoustic","Hudson Taylor","Folk",0.296,0.249,0.181818181818182,0.7854,1,0.0283,0.348,7.41e-05,0.152,0.303,0.141198,1,0
"Wild Horses - Acoustic","Bishop Briggs","Folk",0.715,0.259,0.727272727272727,0.825116666666667,1,0.035,0.67,0,0.11,0.3,0.129924,1,0.44
"It'll Work Itself Out","Donovan Woods","Folk",0.625,0.432,0.454545454545455,0.796833333333333,1,0.0313,0.108,0.00304,0.0995,0.538,0.098002,1,0.43
"If You Need To, Keep Time on Me","Fleet Foxes","Folk",0.521,0.22,0.818181818181818,0.829966666666667,1,0.0314,0.647,0.00814,0.179,0.135,0.10403,1,0.63
"What I Am - Recorded at Spotify Studios NYC","Iron & Wine","Folk",0.546,0.299,0.454545454545455,0.750016666666667,1,0.0386,0.668,0.109,0.111,0.789,0.115464,1,0.56
"Build Me Up From Bones","Sarah Jarosz","Folk",0.527,0.283,0.454545454545455,0.800633333333333,1,0.0367,0.876,0.000142,0.106,0.283,0.114954,1,0.58
"All the Pretty Girls","KALEO","Folk",0.466,0.496,0.0909090909090909,0.8899,1,0.0302,0.626,6.22e-06,0.117,0.352,0.074747,1,0.67
"More I See","S. Carey","Folk",0.473,0.46,0.363636363636364,0.817733333333333,1,0.0263,0.224,0.403,0.0802,0.428,0.141011,1,0.42
"Sausalito","Lydia Luce","Folk",0.347,0.183,0.181818181818182,0.814183333333333,1,0.0338,0.826,2.94e-05,0.126,0.24,0.149681,1,0.54
"Angela (Single Version)","The Lumineers","Folk",0.652,0.601,0.363636363636364,0.866866666666667,1,0.0317,0.625,0.000165,0.17,0.302,0.130308,1,0.54
"K.","Rosie Carney","Folk",0.348,0.226,0.272727272727273,0.818033333333333,1,0.0386,0.962,0.00483,0.135,0.173,0.129251,0,0.57
"Horse to Water","Tall Heights","Folk",0.517,0.622,0.545454545454545,0.84775,0,0.0337,0.344,0.0699,0.498,0.51,0.096964,1,0.59
"Lost in My Mind","The Head and the Heart","Folk",0.375,0.546,0.181818181818182,0.864,1,0.0294,0.451,0.000312,0.278,0.37,0.095361,1,0.01
"Take Me Home, Country Roads","Mountain Man","Folk",0.294,0.0598,1,0.782833333333333,1,0.0365,0.941,0,0.144,0.254,0.082088,1,0.52
"Heavy","Birdtalker","Folk",0.614,0.549,0.454545454545455,0.883566666666667,1,0.0516,0.286,2.64e-06,0.142,0.258,0.077926,1,0.59
"Tiger Striped Sky","Roo Panes","Folk",0.473,0.317,0.181818181818182,0.827933333333333,1,0.0318,0.944,0.0124,0.11,0.132,0.139899,1,0
"Rolling On","Darling West","Folk",0.534,0.285,0.0909090909090909,0.7384,1,0.0302,0.783,0.000306,0.104,0.3,0.093949,1,0.44
"Mykonos","Fleet Foxes","Folk",0.3,0.452,1,0.845033333333333,1,0.0305,0.395,0.000818,0.137,0.342,0.082988,1,0.01
"Ophelia","The Lumineers","Folk",0.664,0.573,0.454545454545455,0.89135,1,0.0277,0.613,0.000363,0.0857,0.566,0.076023,1,0.72
"Honest","Joseph","Folk",0.41,0.44,0.909090909090909,0.8564,1,0.0307,0.662,0.0014,0.0663,0.304,0.098097,1,0
"Hold Me - Alternate Version","The Sweeplings","Folk",0.485,0.279,0.181818181818182,0.8248,0,0.031,0.871,0,0.102,0.134,0.13402,1,0.42
"First Day Of My Life","Bright Eyes","Folk",0.468,0.201,0.363636363636364,0.716266666666667,1,0.0388,0.915,8.28e-05,0.0952,0.383,0.094422,1,0.68
"One More Chance","Ira Wolf","Folk",0.439,0.183,1,0.797783333333333,1,0.0305,0.733,0.00302,0.132,0.225,0.13246,0,0.43
"Olivia","Rayland Baxter","Folk",0.629,0.551,0.636363636363636,0.842666666666667,1,0.0321,0.685,2.88e-05,0.0889,0.698,0.081995,1,0
"Porch Light","Aoife O'Donovan","Folk",0.359,0.538,0.0909090909090909,0.85855,1,0.0302,0.717,0.000489,0.228,0.568,0.095123,0,0
"The Meetings of the Waters","Fionn Regan","Folk",0.636,0.379,1,0.729833333333333,1,0.029,0.759,0.852,0.114,0.341,0.105016,1,0.54
"Now Go","Erato","Folk",0.621,0.213,0.181818181818182,0.775266666666667,0,0.0299,0.917,0,0.0927,0.231,0.107636,1,0
"Pegasi","Jesca Hoop","Folk",0.586,0.243,0.181818181818182,0.853033333333333,1,0.0287,0.943,0,0.1,0.511,0.089308,1,0.43
"Heart Like a Kite","John Paul White","Folk",0.433,0.268,1,0.826366666666667,0,0.0274,0.642,8.72e-06,0.138,0.173,0.104512,0,0.34
"Elijah - Acoustic Version","Matthew And The Atlas","Folk",0.334,0.165,0.545454545454545,0.766833333333333,1,0.0322,0.974,0.0113,0.101,0.179,0.094201,1,0
"Mind on Fire","Aisha Badru","Folk",0.345,0.132,0.636363636363636,0.772783333333333,1,0.052,0.865,0.0144,0.114,0.0414,0.208648,1,0.49
"Winter Song","The Head and the Heart","Folk",0.54,0.253,0.454545454545455,0.7621,1,0.032,0.837,0.00139,0.117,0.32,0.171949,1,0
"Mother, Mother","Rayland Baxter","Folk",0.372,0.105,0.363636363636364,0.679316666666667,1,0.0298,0.899,0.000459,0.321,0.565,0.163804,1,0.41
"Human","Molly Sarlé","Folk",0.554,0.424,0,0.853983333333333,1,0.0268,0.322,0.363,0.1,0.708,0.107377,0,0
"Memory","Kina Grannis","Folk",0.579,0.0685,0.909090909090909,0.669,1,0.0332,0.807,0,0.0887,0.167,0.109547,1,0.41
"When Doves Cry - Recorded At Spotify Studios NYC","Sarah Jarosz","Folk",0.77,0.335,0.818181818181818,0.83175,1,0.0634,0.641,7.59e-05,0.168,0.489,0.127905,1,0.54
"Budapest","George Ezra","Folk",0.717,0.455,0.454545454545455,0.861616666666667,1,0.0276,0.0846,0,0.11,0.389,0.12781,1,0.68
"Whale Song","Corey Kilgannon","Folk",0.354,0.262,0.454545454545455,0.8083,1,0.0301,0.926,0.000415,0.153,0.569,0.179234,1,0.44
"Hello My Old Heart","The Oh Hellos","Folk",0.557,0.299,0,0.822766666666667,1,0.0266,0.624,0.0308,0.0914,0.297,0.090081,1,0.64
"Secret - Acoustic","Angel Snow","Folk",0.599,0.295,0.272727272727273,0.807533333333333,1,0.0264,0.655,0.000921,0.102,0.145,0.11258,1,0.44
"Us - Acoustic","Anna of the North","Folk",0.292,0.181,0.181818181818182,0.78985,1,0.0367,0.967,4.47e-05,0.105,0.161,0.081532,1,0.36
"Where You Are - Acoustic","Tenille Townes","Folk",0.387,0.174,0.181818181818182,0.753916666666667,1,0.0323,0.614,0,0.12,0.213,0.161304,1,0.56
"Fly - Acoustic","Meadowlark","Folk",0.377,0.267,0.181818181818182,0.7785,1,0.0354,0.941,0.000155,0.0881,0.345,0.152207,1,0.53
"All My Runnin'","Anna Elizabeth Laube","Folk",0.314,0.167,0.454545454545455,0.7626,1,0.0325,0.922,7.11e-05,0.109,0.272,0.081501,1,0.38
"Used","Wyvern Lingo","Folk",0.379,0.0938,0.181818181818182,0.8175,1,0.0391,0.938,0,0.0861,0.18,0.114199,1,0.45
"Ran Away","Hollow Coves","Folk",0.462,0.513,0,0.815833333333333,1,0.0248,0.326,0.0572,0.0836,0.23,0.087426,1,0.47
"Aeroplane","Holly Throsby","Folk",0.408,0.271,0.181818181818182,0.801333333333333,1,0.0314,0.788,0.436,0.112,0.313,0.096078,1,0.54
"Thin Ice","Liza Anne","Folk",0.475,0.635,0.727272727272727,0.87305,1,0.0345,0.565,0.000556,0.109,0.537,0.084822,1,0.38
"Concrete Jungle - Acoustic","Au/Ra","Folk",0.589,0.467,0.545454545454545,0.863683333333333,1,0.031,0.761,0,0.0847,0.571,0.165908,1,0.01
"Re: Stacks","Bon Iver","Folk",0.676,0.0812,0.181818181818182,0.619233333333333,1,0.0398,0.979,0.416,0.118,0.314,0.125053,1,0.63
"Boardwalks","Little May","Folk",0.67,0.39,0.545454545454545,0.7982,1,0.0287,0.781,0.0783,0.112,0.283,0.129033,1,0
"Polyester","Clea","Folk",0.379,0.0849,1,0.702916666666667,1,0.0491,0.878,8.01e-05,0.109,0.188,0.167557,1,0.39
"Sick of Losing Soulmates","dodie","Folk",0.518,0.276,0.181818181818182,0.734116666666667,1,0.038,0.644,0.136,0.356,0.108,0.075263,1,0.56
"Bashed Out","This Is The Kit","Folk",0.493,0.335,0.363636363636364,0.78035,0,0.0315,0.955,0.0954,0.104,0.189,0.136606,1,0.41
"Pallid Eyes","Emily Jane White","Folk",0.391,0.428,1,0.793183333333333,0,0.0287,0.459,0.00826,0.17,0.243,0.091881,1,0.35
"Rivers","The Tallest Man On Earth","Folk",0.562,0.25,0.454545454545455,0.800383333333333,1,0.0325,0.959,0.000836,0.107,0.595,0.100804,1,0.01
"Spirit Cold","Tall Heights","Folk",0.426,0.662,1,0.897366666666667,1,0.0319,0.211,0.00652,0.176,0.359,0.078247,1,0.6
"Forever Ago","Woodlock","Folk",0.395,0.198,0.818181818181818,0.71715,1,0.0362,0.923,0.0703,0.0786,0.0714,0.08197,1,0
"Girl Crush - Recorded at Metropolis Studios, London","Harry Styles","Folk",0.468,0.197,0.363636363636364,0.80455,1,0.033,0.658,0,0.109,0.249,0.144212,0,0.74
"Better Now - Acoustic","CLOVES","Folk",0.741,0.164,1,0.797,0,0.0334,0.924,0.000889,0.108,0.299,0.100491,0,0.44
"For You","Angus & Julia Stone","Folk",0.568,0.284,0.818181818181818,0.823916666666667,0,0.0357,0.377,0.00193,0.0862,0.119,0.077632,1,0.45
"The Good Word - Live at the Elmwood Hall","Joshua Burnside","Folk",0.288,0.287,0.363636363636364,0.7538,1,0.0617,0.939,1.11e-05,0.684,0.29,0.07851,0,0.34
"Putting on Airs","Erin Rae","Folk",0.612,0.433,0.363636363636364,0.810633333333333,1,0.0301,0.288,0.00191,0.315,0.456,0.11868,1,0.36
"Wicked Game - Recorded Live at St Canice Cathedral, Kilkenny","James Vincent McMorrow","Folk",0.549,0.177,1,0.7485,1,0.0363,0.877,0.0056,0.681,0.18,0.113379,1,0.61
"Follow You Anywhere","Monica Heldal","Folk",0.465,0.424,0.363636363636364,0.82535,1,0.0248,0.755,0.101,0.104,0.223,0.088707,1,0.31
"Stanley Park - Recorded at Spotify Studios NYC","Aoife O'Donovan","Folk",0.422,0.272,0.0909090909090909,0.82665,1,0.034,0.829,8.22e-05,0.0825,0.205,0.080593,0,0
"Forever Young - From NBC's Parenthood","Rhiannon Giddens","Folk",0.384,0.366,0.636363636363636,0.8225,1,0.0329,0.371,9.17e-05,0.101,0.199,0.138134,1,0.58
"Now You Know","Anaïs Mitchell","Folk",0.522,0.103,1,0.8048,1,0.0412,0.912,1.23e-06,0.107,0.35,0.125507,0,0.37
"Green Lights - Recorded At Spotify Studios NYC","Sarah Jarosz","Folk",0.489,0.256,0.363636363636364,0.8255,1,0.0303,0.769,2.38e-06,0.363,0.231,0.135859,1,0.45
"By Night","Puzzle Muteson","Folk",0.481,0.261,1,0.79745,0,0.0292,0.973,0.00568,0.112,0.495,0.091995,1,0
"Great Divide","Ira Wolf","Folk",0.372,0.444,0.454545454545455,0.8494,1,0.0295,0.82,7.28e-05,0.141,0.357,0.1623,1,0.5
"Survivors - Acoustic","Passenger","Folk",0.535,0.281,0.818181818181818,0.8358,0,0.0291,0.75,0,0.109,0.145,0.149052,1,0.47
"Don’t Blame Me - Live","Thelonious Monk","Jazz",0.471,0.535,0.454545454545455,0.78415,1,0.0617,0.723,0.648,0.964,0.36,0.077022,1,0.48
"Alabama - Live At Birdland Jazzclub, New York City, NY, 10/18/1963","John Coltrane","Jazz",0.428,0.0768,0,0.7098,0,0.0413,0.774,0.0487,0.123,0.112,0.107712,1,0.47
"Red Clay","Freddie Hubbard","Jazz",0.519,0.379,0.818181818181818,0.760533333333333,1,0.0353,0.407,0.288,0.161,0.598,0.139749,1,0.44
"'Round Midnight","Miles Davis","Jazz",0.495,0.182,0.909090909090909,0.814733333333333,0,0.0467,0.79,0.000368,0.129,0.203,0.11289,1,0.55
"Tell Me a Bedtime Story","Herbie Hancock","Jazz",0.398,0.527,0.363636363636364,0.723483333333333,0,0.0297,0.713,0.934,0.119,0.353,0.118504,1,0.52
"When Sunny Gets Blue","McCoy Tyner","Jazz",0.427,0.114,0.181818181818182,0.624233333333333,0,0.0509,0.843,0.863,0.0966,0.114,0.060484,1,0.6
"A Day In The Life","Wes Montgomery","Jazz",0.476,0.251,0.818181818181818,0.7691,0,0.0278,0.769,0.774,0.0637,0.37,0.098833,1,0
"Quick Trick","Art Blakey & The Jazz Messengers","Jazz",0.611,0.292,0.181818181818182,0.693483333333333,1,0.0646,0.762,0.000146,0.0571,0.544,0.083424,1,0.52
"All Alone","Mal Waldron","Jazz",0.492,0.205,0.818181818181818,0.858533333333333,0,0.0577,0.983,0.893,0.122,0.109,0.128315,1,0.55
"Epistrophy - Live","Thelonious Monk","Jazz",0.499,0.875,0.454545454545455,0.891883333333333,0,0.0732,0.0303,0.887,0.953,0.713,0.098693,1,0.55
"Blue Train - Remastered 2003","John Coltrane","Jazz",0.506,0.493,0.727272727272727,0.870683333333333,1,0.0427,0.798,0.00355,0.307,0.584,0.13477,1,0.57
"Jack the Bear","Duke Ellington","Jazz",0.533,0.28,0.0909090909090909,0.786516666666667,1,0.0653,0.466,9.83e-05,0.344,0.61,0.078352,1,0.49
"Blue in Green","Miles Davis","Jazz",0.421,0.0161,0.181818181818182,0.577366666666667,0,0.0374,0.81,0.0021,0.0978,0.16,0.110926,1,0.64
"Questar","Keith Jarrett","Jazz",0.468,0.391,0.181818181818182,0.780066666666667,0,0.0269,0.658,0.0617,0.111,0.342,0.142413,1,0.51
"Strange Fruit","Billie Holiday","Jazz",0.33,0.0508,1,0.626166666666667,1,0.033,0.988,0.0922,0.147,0.054,0.077018,0,0
"Serenade To A Soul Sister - Remastered","Horace Silver","Jazz",0.487,0.535,0.727272727272727,0.858833333333333,0,0.0305,0.73,0.00414,0.0903,0.591,0.144548,0,0.48
"Tea for Two","Art Tatum","Jazz",0.358,0.452,0.0909090909090909,0.783,1,0.0347,0.991,0.864,0.14,0.525,0.166973,1,0.48
"These Foolish Things (Remastered)","Lester Young","Jazz",0.593,0.103,0.909090909090909,0.75065,1,0.081,0.986,0.6,0.12,0.443,0.066283,1,0.07
"Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition","Stanley Turrentine","Jazz",0.505,0.159,0.636363636363636,0.81275,0,0.0336,0.946,0.0127,0.212,0.196,0.059385,1,0.52
"Naima","John Coltrane","Jazz",0.303,0.0141,0.909090909090909,0.670683333333333,0,0.0418,0.948,0.0944,0.0792,0.157,0.171439,0,0.58
"Infant Eyes - Remastered1998/Rudy Van Gelder Edition","Wayne Shorter","Jazz",0.34,0.0837,0.272727272727273,0.7988,1,0.042,0.985,0.761,0.0945,0.119,0.138689,0,0.53
"Blue Monk - Rudy Van Gelder Remaster","Thelonious Monk Trio","Jazz",0.444,0.339,0.272727272727273,0.717733333333333,1,0.0418,0.66,0.103,0.163,0.656,0.142112,1,0.44
"A Night In Tunisia - Remastered","Dexter Gordon","Jazz",0.528,0.583,0.636363636363636,0.853733333333333,0,0.0643,0.592,0,0.305,0.671,0.096284,1,0.44
"Besame Mucho","Dave Brubeck","Jazz",0.517,0.273,0.909090909090909,0.712016666666667,0,0.0627,0.866,0.774,0.979,0.321,0.063423,1,0.52
"If You Could See Me Now","Chet Baker","Jazz",0.511,0.031,0.272727272727273,0.672733333333333,1,0.0388,0.939,0.898,0.139,0.179,0.112911,1,0.4
"Summertime","Charlie Parker","Jazz",0.356,0.324,0.636363636363636,0.855016666666667,0,0.0289,0.704,0.0025,0.204,0.438,0.088861,1,0
"Song For My Father","Horace Silver","Jazz",0.742,0.671,0.454545454545455,0.8643,0,0.0407,0.794,0.00441,0.122,0.591,0.127359,1,0.56
"Dedicated To You","Freddie Hubbard","Jazz",0.38,0.164,0.636363636363636,0.755166666666667,0,0.0452,0.985,0.955,0.125,0.0871,0.07903,1,0
"In A Sentimental Mood","Duke Ellington","Jazz",0.464,0.305,0.272727272727273,0.79275,0,0.0316,0.936,0.0846,0.208,0.282,0.108229,1,0.65
"Young And Foolish","Bill Evans","Jazz",0.438,0.0172,0.818181818181818,0.605666666666667,1,0.0384,0.973,0.557,0.0815,0.136,0.100989,1,0.5
"He's Younger Than You Are - From ""Alfie"" Score","Sonny Rollins","Jazz",0.417,0.11,0.454545454545455,0.724933333333333,0,0.0405,0.951,0.721,0.174,0.22,0.057312,1,0.33
"Blue Skies","Art Tatum","Jazz",0.443,0.0711,0.0909090909090909,0.664233333333333,1,0.0486,0.989,0.894,0.101,0.596,0.17502,1,0.43
"Corcovado (Quiet Nights Of Quiet Stars)","Stan Getz","Jazz",0.597,0.128,0.818181818181818,0.7224,0,0.0491,0.959,0.000704,0.123,0.34,0.128393,1,0
"Love For Sale - Remastered","Cannonball Adderley","Jazz",0.582,0.343,0.454545454545455,0.8666,0,0.0428,0.735,0,0.125,0.462,0.088144,1,0.46
"Stella By Starlight","Miles Davis","Jazz",0.485,0.144,0.909090909090909,0.786266666666667,1,0.0362,0.912,0.000114,0.0965,0.246,0.086143,1,0.55
"Straight, No Chaser","Thelonious Monk","Jazz",0.465,0.35,0.272727272727273,0.783716666666667,1,0.0403,0.41,0.279,0.135,0.62,0.093336,1,0.51
"Speak No Evil","Wayne Shorter","Jazz",0.457,0.395,0.454545454545455,0.7488,0,0.0376,0.652,4.52e-06,0.31,0.479,0.106404,0,0.38
"Blue World","John Coltrane","Jazz",0.477,0.733,0.727272727272727,0.86165,1,0.0682,0.732,0.0756,0.153,0.385,0.12042,0,0.54
"Strange Meadow Lark","The Dave Brubeck Quartet","Jazz",0.53,0.143,0.727272727272727,0.708816666666667,1,0.0423,0.958,0.497,0.278,0.119,0.125464,1,0.48
"God Bless the Child","Sonny Rollins","Jazz",0.493,0.0421,0.181818181818182,0.698816666666667,1,0.0347,0.913,0.173,0.0777,0.172,0.102074,1,0.5
"Moanin'","Art Blakey & The Jazz Messengers","Jazz",0.614,0.233,0.454545454545455,0.683933333333333,0,0.0568,0.827,0.198,0.13,0.448,0.126256,1,0.52
"The Girl From Ipanema","Stan Getz","Jazz",0.641,0.14,0.727272727272727,0.720166666666667,1,0.039,0.867,0.00166,0.105,0.388,0.129318,1,0.01
"Stormy Weather","Oscar Peterson Trio","Jazz",0.652,0.171,0.636363636363636,0.731666666666667,1,0.0569,0.99,0.864,0.158,0.562,0.118883,1,0
"Conference Of The Birds","Dave Holland Quartet","Jazz",0.392,0.168,0.909090909090909,0.629183333333333,1,0.0442,0.637,0.358,0.198,0.292,0.123419,1,0
"Search For Peace","McCoy Tyner","Jazz",0.456,0.222,0,0.718683333333333,1,0.0354,0.938,0.806,0.24,0.15,0.112725,1,0.5
"Footprints","Wayne Shorter","Jazz",0.515,0.339,0.636363636363636,0.725716666666667,0,0.0283,0.823,0.317,0.109,0.519,0.135694,0,0.45
"I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition","John Coltrane","Jazz",0.394,0.23,0.272727272727273,0.825416666666667,1,0.0348,0.931,0.497,0.0662,0.358,0.078319,1,0.51
"Pretty Ballad","Keith Jarrett Trio","Jazz",0.404,0.0602,1,0.559016666666667,0,0.0422,0.861,0.901,0.703,0.168,0.10682,0,0.49
"Love Theme From Spartacus - Remastered","Yusef Lateef","Jazz",0.522,0.379,0.363636363636364,0.765066666666667,0,0.0286,0.635,0.925,0.114,0.454,0.133698,0,0.54
"Chitlins Con Carne","Kenny Burrell","Jazz",0.803,0.335,0.727272727272727,0.777816666666667,1,0.0451,0.579,0.0128,0.0849,0.786,0.132682,1,0.52
"Superfly","Curtis Mayfield","Soul",0.784,0.708,0.181818181818182,0.84765,1,0.11,0.457,7.5e-05,0.0913,0.749,0.120109,1,0.55
"Let's Get It On","Marvin Gaye","Soul",0.539,0.599,0.272727272727273,0.8227,1,0.0483,0.0375,0,0.0754,0.636,0.1677,1,0.68
"How Can You Mend a Broken Heart","Al Green","Soul",0.458,0.421,0.363636363636364,0.884,1,0.0403,0.504,2.53e-05,0.0705,0.368,0.146598,0,0.65
"Don't Leave Me This Way","Harold Melvin & The Blue Notes","Soul",0.472,0.711,0,0.852466666666667,1,0.0599,0.276,1.34e-06,0.103,0.527,0.120021,1,0.59
"Midnight Train to Georgia","Gladys Knight & The Pips","Soul",0.579,0.477,0.909090909090909,0.857683333333333,0,0.0367,0.127,0,0.0974,0.537,0.089724,1,0.62
"Why Can't We Live Together","Timmy Thomas","Soul",0.865,0.614,0.545454545454545,0.833616666666667,0,0.0347,0.877,0.818,0.0817,0.862,0.100436,1,0.51
"It's A Shame - Remastered","The Spinners","Soul",0.373,0.856,0.727272727272727,0.864716666666667,0,0.122,0.176,0,0.228,0.605,0.198372,1,0.58
"Theme From Shaft","Isaac Hayes","Soul",0.484,0.439,0.818181818181818,0.65855,0,0.0514,0.0356,4.74e-06,0.163,0.618,0.120778,1,0
"Ain't No Sunshine","Bill Withers","Soul",0.535,0.469,0.363636363636364,0.836783333333333,0,0.072,0.475,5.11e-05,0.104,0.429,0.079264,1,0.01
"Move on Up","Curtis Mayfield","Soul",0.538,0.969,1,0.906233333333333,0,0.0906,0.417,0.00154,0.119,0.928,0.138652,1,0.69
"You Are Everything","Diana Ross","Soul",0.521,0.525,0.909090909090909,0.840316666666667,1,0.0463,0.0306,2.2e-05,0.145,0.495,0.150392,1,0.58
"L-O-V-E (Love)","Al Green","Soul",0.665,0.468,0.454545454545455,0.8407,1,0.027,0.019,0,0.0987,0.699,0.109432,1,0.52
