"song","artist","genre","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","popularity"
"Whatcha See Is Whatcha Get","The Dramatics","Soul",0.641,0.74,0.545454545454545,0.859583333333333,1,0.118,0.249,0,0.281,0.914,0.152939,1,0
"I'm Gonna Love You Just A Little More Baby","Barry White","Soul",0.625,0.551,0.454545454545455,0.824366666666667,0,0.0349,0.0192,0.0102,0.0695,0.835,0.088212,1,0
"Shame, Shame, Shame","Linda Fields","Soul",0.795,0.603,0.636363636363636,0.875516666666667,1,0.0396,0.317,2.74e-06,0.172,0.925,0.102482,1,0.53
"Papa Was A Rollin' Stone - Single Version","The Temptations","Soul",0.754,0.592,0.454545454545455,0.8532,0,0.0683,0.613,0.0153,0.0675,0.835,0.120283,1,0
"Be Thankful for What You Got (Pt. 1 & Pt. 2)","William DeVaughn","Soul",0.791,0.42,0.0909090909090909,0.778516666666667,0,0.0832,0.413,0.116,0.111,0.84,0.093225,1,0.59
"Rock Your Baby","George McCrae","Soul",0.609,0.667,0.454545454545455,0.776516666666667,0,0.0329,0.266,0.125,0.143,0.95,0.104157,1,0
"Drowning In The Sea Of Love","Joe Simon","Soul",0.602,0.448,0.818181818181818,0.8242,0,0.0934,0.392,0.016,0.105,0.51,0.119755,1,0.47
"What's Going On","Marvin Gaye","Soul",0.28,0.72,0.0909090909090909,0.838866666666667,0,0.111,0.403,1.36e-06,0.394,0.805,0.202523,1,0.01
"Let's Stay Together","Al Green","Soul",0.728,0.467,0.454545454545455,0.876766666666667,1,0.0501,0.527,2.4e-05,0.0416,0.584,0.101536,1,0.01
"Hang On In There Baby","Johnny Bristol","Soul",0.684,0.637,0.363636363636364,0.836333333333333,0,0.05,0.186,0,0.0512,0.711,0.098883,1,0
"The Payback","James Brown","Soul",0.87,0.645,0.909090909090909,0.807533333333333,0,0.221,0.126,0.000106,0.0684,0.759,0.097795,1,0
"Drift Away","Dobie Gray","Soul",0.546,0.424,1,0.8733,1,0.0357,0.227,0,0.129,0.59,0.076189,1,0
"Supernatural Thing, Pt. 1","Ben E. King","Soul",0.724,0.579,0.909090909090909,0.817783333333333,0,0.0575,0.201,0.00856,0.0724,0.833,0.09492,1,0.57
"Ain't No Love In The Heart Of The City - Single Version","Bobby ""Blue"" Bland","Soul",0.559,0.656,0.818181818181818,0.855016666666667,0,0.0469,0.257,0.000171,0.2,0.679,0.079638,1,0.54
"Now That We Found Love","The O'Jays","Soul",0.714,0.646,0,0.859966666666667,1,0.0391,0.29,2.7e-06,0.256,0.963,0.113983,1,0.5
"Think (About It)","Lyn Collins","Soul",0.768,0.49,0.818181818181818,0.7887,1,0.274,0.138,0,0.0402,0.754,0.112504,1,0
"Hercules","Aaron Neville","Soul",0.665,0.637,0.272727272727273,0.858516666666667,0,0.0404,0.746,0.000131,0.0948,0.966,0.166222,1,0
"Woman To Woman","Shirley Brown","Soul",0.582,0.341,0.272727272727273,0.824933333333333,1,0.0501,0.586,4.37e-05,0.0589,0.375,0.124778,1,0
"Starting All Over Again","Mel & Tim","Soul",0.622,0.33,1,0.82285,1,0.0346,0.68,0.104,0.107,0.504,0.137776,1,0.45
"Family Affair","Sly & The Family Stone","Soul",0.815,0.504,0.636363636363636,0.7062,0,0.119,0.749,0.0224,0.0746,0.784,0.10886,1,0.2
"Freddie's Dead","Curtis Mayfield","Soul",0.532,0.79,0.0909090909090909,0.878633333333333,0,0.0655,0.0617,0.00051,0.0942,0.959,0.091268,1,0
"If You Don't Know Me by Now (feat. Teddy Pendergrass)","Harold Melvin & The Blue Notes","Soul",0.467,0.371,1,0.791433333333333,1,0.0322,0.659,6.67e-05,0.756,0.478,0.093681,0,0.56
"Oh Girl","The Chi-Lites","Soul",0.572,0.492,0.818181818181818,0.859266666666667,1,0.031,0.728,5.28e-06,0.156,0.435,0.072272,1,0
"It Should Have Been Me","Yvonne Fair","Soul",0.663,0.536,0.909090909090909,0.893366666666667,1,0.126,0.359,1e-04,0.437,0.765,0.181502,1,0
"Mr. Big Stuff","Jean Knight","Soul",0.886,0.491,0.727272727272727,0.790183333333333,1,0.171,0.29,2.46e-06,0.229,0.971,0.093236,1,0.65
"Groove Me","King Floyd","Soul",0.913,0.481,1,0.859016666666667,1,0.0998,0.392,7.48e-05,0.0279,0.878,0.10362,1,0.59
"Just My Imagination (Running Away With Me)","The Temptations","Soul",0.425,0.242,0,0.742933333333333,1,0.0267,0.88,0.0118,0.195,0.477,0.092472,1,0.64
"Never Can Say Goodbye","The Jackson 5","Soul",0.528,0.658,0.181818181818182,0.80415,1,0.0386,0.565,0.000843,0.385,0.909,0.165796,1,0.48
"Halo","Martin O'Donnell","Video Game Soundtracks",0.312,0.419,0,0.76215,1,0.0444,0.255,0.884,0.0976,0.0374,0.096134,0,0
"Pokémon®","Video Games Live","Video Game Soundtracks",0.307,0.635,0.909090909090909,0.858866666666667,1,0.0446,0.243,0.922,0.155,0.255,0.106927,1,0.51
"God of War","Bear McCreary","Video Game Soundtracks",0.202,0.44,0.727272727272727,0.831466666666667,1,0.0357,0.291,0.94,0.102,0.144,0.143847,1,0.6
"Dragonborn","Jeremy Soule","Video Game Soundtracks",0.413,0.482,1,0.77815,0,0.0539,0.895,0.685,0.111,0.13,0.066766,1,0.6
"Ezio's Family","Jesper Kyd","Video Game Soundtracks",0.375,0.344,0.181818181818182,0.79065,0,0.0335,0.81,0.776,0.0682,0.106,0.12606,1,0.59
"The Last of Us","Gustavo Santaolalla","Video Game Soundtracks",0.574,0.468,0.363636363636364,0.793466666666667,0,0.0305,0.867,0.928,0.098,0.352,0.154626,0,0.65
"Super Mario Bros: Theme","Koji Kondo","Video Game Soundtracks",0.277,0.281,0,0.761016666666667,1,0.0433,0.908,0.703,0.0948,0.297,0.16751,1,0.47
"Assassin's Creed IV Black Flag Main Theme","Brian Tyler","Video Game Soundtracks",0.32,0.621,0.636363636363636,0.79655,1,0.0563,0.0429,0.896,0.0802,0.319,0.128025,0,0.57
"Geralt Of Rivia","Marcin Przybyłowicz","Video Game Soundtracks",0.267,0.535,0.363636363636364,0.7778,0,0.0505,0.535,0.948,0.112,0.0424,0.085015,1,0
"Legend of Zelda: Suite","Koji Kondo","Video Game Soundtracks",0.221,0.368,0.636363636363636,0.802666666666667,0,0.0381,0.837,0.812,0.0884,0.0586,0.107637,1,0.48
"The Last of Us Part II","Gustavo Santaolalla","Video Game Soundtracks",0.451,0.0457,0.181818181818182,0.699566666666667,0,0.0423,0.904,0.783,0.102,0.128,0.128598,0,0.63
"Crash Bandicoot Main Theme","Vicarious Visions Audio","Video Game Soundtracks",0.74,0.963,0.454545454545455,0.861216666666667,0,0.0555,0.311,0.801,0.106,0.584,0.152496,1,0.47
"(Theme From) Red Dead Redemption","Bill Elm & Woody Jackson","Video Game Soundtracks",0.426,0.502,0.818181818181818,0.802933333333333,0,0.0327,0.687,0.952,0.099,0.28,0.12997,1,0.5
"Nate's Theme 2.0","Greg Edmonson","Video Game Soundtracks",0.294,0.395,0.636363636363636,0.756016666666667,1,0.044,0.245,0.927,0.12,0.402,0.127025,1,0.47
"Ku's First Flight","Gareth Coker","Video Game Soundtracks",0.255,0.186,0.818181818181818,0.662766666666667,0,0.0381,0.513,0.856,0.12,0.0724,0.119738,1,0.47
"Hope (Title Theme)","Justin E. Bell","Video Game Soundtracks",0.0789,0.381,0.181818181818182,0.776233333333333,0,0.0349,0.508,0.878,0.106,0.0396,0.174987,2,0.45
"Dark Souls 3","Yuka Kitamura","Video Game Soundtracks",0.308,0.431,0.363636363636364,0.8059,0,0.0327,0.599,0.298,0.156,0.181,0.105807,0,0.51
"Arkham City Main Theme","Nick Arundel","Video Game Soundtracks",0.219,0.535,0.0909090909090909,0.768966666666667,1,0.0516,0.449,0.667,0.0863,0.0788,0.094965,1,0.49
"Super Mario Galaxy: Gusty Garden Galaxy","Koji Kondo","Video Game Soundtracks",0.249,0.316,0.0909090909090909,0.756883333333333,1,0.0368,0.792,0.963,0.294,0.32,0.153897,1,0.48
"Introduction","Kristofer Maddigan","Video Game Soundtracks",0.645,0.724,0.363636363636364,0.891116666666667,0,0.0923,0.338,0.108,0.132,0.609,0.148164,1,0.46
"Castlevania","Michiru Yamane","Video Game Soundtracks",0.26,0.47,0.181818181818182,0.872166666666667,0,0.0373,0.35,0.952,0.675,0.138,0.105209,1,0.41
"Days Gone","Nathan Whitehead","Video Game Soundtracks",0.0917,0.26,0.181818181818182,0.722,0,0.0361,0.579,0.84,0.0828,0.056,0.080994,1,0.46
"All Gone (No Escape)","Gustavo Santaolalla","Video Game Soundtracks",0.14,0.0739,0.363636363636364,0.6257,0,0.0437,0.916,0.947,0.0961,0.0313,0.141524,0,0.54
"Demacia Rising","League of Legends","Video Game Soundtracks",0.111,0.501,0.818181818181818,0.802733333333333,0,0.045,0.758,0.922,0.098,0.0388,0.081174,1,0.47
"Tomb Raider Theme","Royal Philharmonic Orchestra","Video Game Soundtracks",0.0775,0.0605,0.454545454545455,0.578533333333333,1,0.0433,0.976,0.948,0.0933,0.0395,0.068111,0,0.42
"Legion of Dawn","Sarah Schachner","Video Game Soundtracks",0.16,0.22,0.181818181818182,0.713516666666667,0,0.0391,0.716,0.937,0.0877,0.0595,0.062564,2,0.46
"Opening​~​Bombing Mission (Final Fantasy VII)","Nobuo Uematsu","Video Game Soundtracks",0.158,0.575,0.818181818181818,0.845083333333333,0,0.0512,0.759,0.941,0.316,0.246,0.064305,1,0.46
"The Face of Our New Hope","Ludvig Forssell","Video Game Soundtracks",0.299,0.137,0.0909090909090909,0.6297,0,0.0389,0.581,0.909,0.128,0.0352,0.121853,0,0.43
"Nascence","Austin Wintory","Classical",0.203,0.112,1,0.699516666666667,0,0.0418,0.936,0.935,0.126,0.0374,0.072483,1,0.57
"Nascence","Austin Wintory","Video Game Soundtracks",0.203,0.112,1,0.699516666666667,0,0.0418,0.936,0.935,0.126,0.0374,0.072483,1,0.57
"Overture: Lore","Takeshi Furukawa","Video Game Soundtracks",0.177,0.0699,0.545454545454545,0.578966666666667,1,0.0388,0.854,0.906,0.0861,0.0353,0.085188,0,0.43
"First Steps","Lena Raine","Video Game Soundtracks",0.546,0.635,0,0.868766666666667,1,0.0259,0.379,0.0579,0.158,0.0884,0.090011,1,0.49
"Within The Embrace - Part 2 - Out Of The Embrace","Joris de Man","Video Game Soundtracks",0.174,0.201,0.454545454545455,0.639083333333333,1,0.035,0.523,0.905,0.0927,0.0329,0.088183,1,0.41
"City of Rome","Jesper Kyd","Video Game Soundtracks",0.341,0.189,0.818181818181818,0.75905,0,0.0298,0.0953,0.864,0.0894,0.0609,0.074014,1,0.4
"Under Construction","Jerry Martin","Video Game Soundtracks",0.425,0.411,0,0.74895,1,0.0389,0.793,0.893,0.12,0.486,0.099485,1,0.12
"Sogno di Volare (“The Dream of Flight”)","Christopher Tin","Video Game Soundtracks",0.346,0.64,0.727272727272727,0.840166666666667,1,0.0332,0.875,0.938,0.097,0.173,0.064949,0,0.52
"Journey (feat. Kronos Quartet)","Michael Salvatori","Video Game Soundtracks",0.351,0.643,0.636363636363636,0.788133333333333,0,0.0824,0.153,0.953,0.15,0.0663,0.142066,0,0.52
"Waltzing on Rooftops and Cobblestones","Austin Wintory","Video Game Soundtracks",0.525,0.419,0.363636363636364,0.809916666666667,0,0.0398,0.821,0.651,0.0734,0.608,0.114594,0,0.41
"Aurora","Jeremy Soule","Video Game Soundtracks",0.145,0.0517,0.545454545454545,0.550183333333333,1,0.042,0.978,0.904,0.101,0.0309,0.138785,2,0.49
"Gris, Pt. 1","Berlinist","Video Game Soundtracks",0.166,0.119,0.454545454545455,0.753383333333333,0,0.0425,0.0478,0.734,0.0984,0.0392,0.136412,-2,0.48
"Plague Tale","Olivier Deriviere","Video Game Soundtracks",0.0689,0.108,0.636363636363636,0.691033333333333,0,0.0392,0.729,0.481,0.125,0.0659,0.075713,1,0.43
"Castle in the Mist","ICO","Video Game Soundtracks",0.702,0.419,0.363636363636364,0.8006,0,0.043,0.827,0.93,0.09,0.13,0.149945,0,0.41
"Portal - Still Alive","Vitamin String Quartet","Video Game Soundtracks",0.744,0.236,0.181818181818182,0.822683333333333,1,0.0388,0.955,0.00985,0.172,0.861,0.120035,1,0.43
"Finding the Pattern","Jessica Curry","Classical",0.146,0.154,0.454545454545455,0.718,1,0.0449,0.808,0.648,0.124,0.0383,0.143625,1,0.49
"Finding the Pattern","Jessica Curry","Video Game Soundtracks",0.146,0.154,0.454545454545455,0.718,1,0.0449,0.808,0.648,0.124,0.0383,0.143625,1,0.49
"Préludes / Book 1, L. 117 - Arr. Dan Golding: Minstrels","Claude Debussy","Video Game Soundtracks",0.464,0.0954,0.363636363636364,0.681983333333333,0,0.0533,0.984,0.961,0.102,0.215,0.130966,1,0.38
"Ash","Sam Marshall","Video Game Soundtracks",0.368,0.217,0.0909090909090909,0.65995,1,0.0571,0.674,0.857,0.15,0.0936,0.074581,0,0.38
"Arabia (The Medieval Era)","Geoff Knorr","Video Game Soundtracks",0.619,0.415,0.181818181818182,0.770383333333333,0,0.0252,0.896,0.964,0.102,0.783,0.099995,1,0.4
"Sunny's Theme","Guy Jackson","Video Game Soundtracks",0.213,0.107,0.818181818181818,0.651833333333333,0,0.0371,0.945,0.933,0.0903,0.039,0.067232,1,0.36
"Pilgrims On a Long Journey","Cœur De Pirate","Video Game Soundtracks",0.297,0.18,0.636363636363636,0.724633333333333,0,0.0413,0.993,0.832,0.121,0.177,0.075265,1,0.49
"Prologue (feat. Julie Elven) - Part 1 - Motherland","Joris de Man","Video Game Soundtracks",0.0723,0.122,0.454545454545455,0.655883333333333,0,0.044,0.916,0.256,0.0993,0.0345,0.078334,1,0.47
"Save Room","Masami Ueda","Video Game Soundtracks",0.211,0.0484,0.636363636363636,0.523216666666667,0,0.0364,0.894,0.846,0.0833,0.0335,0.065867,0,0.43
"Fabula Nova Crystallis (From ""Final Fantasy XIII"")","Masashi Hamauzu","Video Game Soundtracks",0.0595,0.139,0,0.660666666666667,1,0.0393,0.745,0.659,0.105,0.0623,0.050682,1,0.44
"One​-​Winged Angel (Final Fantasy VII)","Nobuo Uematsu","Video Game Soundtracks",0.497,0.525,0.181818181818182,0.86265,0,0.0405,0.869,0.0386,0.297,0.249,0.122643,1,0.49
"Wind Guide You","Jeremy Soule","Video Game Soundtracks",0.132,0.0861,0.181818181818182,0.585616666666667,0,0.0429,0.899,0.811,0.11,0.0359,0.071243,2,0.5
"Hymn of the Fayth (Final Fantasy X)","Nobuo Uematsu","Video Game Soundtracks",0.27,0.102,0.636363636363636,0.67145,1,0.0434,0.986,0.0352,0.0871,0.0427,0.115669,0,0.39
"Leaving Earth","Clint Mansell and EA Games Soundtrack","Video Game Soundtracks",0.179,0.277,0.363636363636364,0.7617,0,0.0369,0.699,0.976,0.1,0.142,0.075791,1,0
"Further","Brian Tyler","Video Game Soundtracks",0.146,0.285,0.818181818181818,0.822966666666667,0,0.0347,0.0854,0.884,0.109,0.035,0.089975,0,0.45
"Light of Nibel (feat. Aeralie Brighton)","Gareth Coker","Video Game Soundtracks",0.248,0.507,0.818181818181818,0.805333333333333,1,0.0373,0.16,0.889,0.172,0.054,0.07954,1,0.53
"9999999","Aperture Science Psychoacoustic Laboratories","Video Game Soundtracks",0.277,0.419,0.181818181818182,0.703616666666667,0,0.0448,0.956,0.949,0.0993,0.0533,0.169918,0,0.35
"Shadow of the Colossus®","Video Games Live","Video Game Soundtracks",0.403,0.572,0.363636363636364,0.834816666666667,0,0.0537,0.0548,0.95,0.201,0.112,0.130163,1,0.44
"Glorifica","Johan Söderqvist","Video Game Soundtracks",0.233,0.22,0.818181818181818,0.7336,0,0.0336,0.938,0.941,0.129,0.0397,0.107563,1,0.4
"Aloy's Theme (feat. Julie Elven) - Part 1 - Motherland","Joris de Man","Video Game Soundtracks",0.0861,0.261,0.818181818181818,0.681383333333333,0,0.0479,0.644,0.883,0.11,0.0392,0.169147,2,0.52
"Main Theme of Final Fantasy VII (Final Fantasy VII)","Nobuo Uematsu","Video Game Soundtracks",0.109,0.13,0.181818181818182,0.7383,1,0.0383,0.928,0.87,0.0941,0.0365,0.078686,1,0.44
"Main Title","Inon Zur","Video Game Soundtracks",0.232,0.55,0.181818181818182,0.793433333333333,0,0.0544,0.842,0.848,0.109,0.12,0.123994,1,0.41
"Get To Potions","James Hannigan","Video Game Soundtracks",0.196,0.21,0.545454545454545,0.746316666666667,1,0.0371,0.972,0.868,0.0888,0.087,0.180281,0,0.35
"The Talmberg Theme","Jan Valta","Video Game Soundtracks",0.114,0.28,0.727272727272727,0.779483333333333,1,0.0373,0.923,0.943,0.28,0.0386,0.06407,1,0.38
"Timber Hearth","Andrew Prahlow","Video Game Soundtracks",0.428,0.314,0.272727272727273,0.83115,1,0.0308,0.766,0.901,0.0835,0.102,0.096213,0,0.46
"All the Earth","Jessica Curry","Video Game Soundtracks",0.212,0.148,0,0.731833333333333,1,0.0451,0.949,0.903,0.0915,0.0375,0.07217,2,0.46
"Korobeiniki","Stars Of St. Petersburg","Video Game Soundtracks",0.58,0.506,0.181818181818182,0.837416666666667,0,0.067,0.667,0.937,0.122,0.862,0.098478,1,0.4
"Elder Scrolls: Oblivion","Jeremy Soule","Video Game Soundtracks",0.25,0.229,0.181818181818182,0.74745,0,0.0351,0.881,0.927,0.119,0.163,0.169858,0,0.45
"England (The Industrial Era)","Geoff Knorr","Video Game Soundtracks",0.169,0.138,0.181818181818182,0.772783333333333,1,0.0413,0.946,0.917,0.108,0.0382,0.126131,0,0.4
"Welcome Aboard The U.S.G. Ishimura","Jason Graves","Video Game Soundtracks",0.0931,0.302,0.454545454545455,0.743183333333333,1,0.0602,0.646,0.886,0.232,0.037,0.077429,-2,0
"The Gapra Whitewood","Masashi Hamauzu","Video Game Soundtracks",0.227,0.513,0.181818181818182,0.793183333333333,0,0.0335,0.0634,0.814,0.101,0.241,0.098609,1,0.38
"Adventure Found Me","Jason Graves","Video Game Soundtracks",0.389,0.323,0.636363636363636,0.715966666666667,1,0.0405,0.843,0.136,0.0832,0.0389,0.140037,1,0
"Prelude and Main Titles","Never Alone","Video Game Soundtracks",0.188,0.24,0,0.62805,1,0.0655,0.863,0.853,0.193,0.0748,0.082598,1,0.34
"Free Money","Calum Bowen","Video Game Soundtracks",0.759,0.866,0.636363636363636,0.837166666666667,1,0.0497,0.0807,0.167,0.278,0.962,0.165035,1,0.4
"The Light We Cast","Jessica Curry","Video Game Soundtracks",0.238,0.153,0.636363636363636,0.69275,0,0.0448,0.993,0.0242,0.151,0.0416,0.125318,2,0.39
"World Map","Oli Wood","Video Game Soundtracks",0.688,0.17,0,0.740583333333333,1,0.0355,0.936,0.00291,0.0969,0.28,0.115009,1,0.36
"Title Theme","Russell Shaw","Video Game Soundtracks",0.16,0.0622,0.727272727272727,0.600866666666667,1,0.0359,0.944,0.925,0.0769,0.0392,0.14465,0,0.41
"Skalitz 1403","Jan Valta","Video Game Soundtracks",0.184,0.238,0.818181818181818,0.799966666666667,1,0.0406,0.924,0.918,0.109,0.0425,0.12247,1,0.4
"Saber's Edge (Final Fantasy XIII)","Masashi Hamauzu","Video Game Soundtracks",0.44,0.586,0.818181818181818,0.870733333333333,0,0.0333,0.819,0.934,0.0807,0.223,0.156008,2,0.38
"The Orb Of Dreamers","The Daniel Pemberton TV Orchestra","Video Game Soundtracks",0.429,0.319,0,0.746466666666667,1,0.0352,0.64,0.975,0.088,0.119,0.120012,1,0.4
"Rogue","Matt Uelmen","Video Game Soundtracks",0.103,0.238,0.636363636363636,0.761166666666667,0,0.0392,0.228,0.936,0.318,0.0431,0.073652,1,0.43
"Walk","Pantera","Metal",0.43,0.704,0.0909090909090909,0.866533333333333,0,0.0804,0.000155,0.00221,0.0933,0.703,0.118242,1,0.72
"Master Of Puppets","Metallica","Metal",0.543,0.836,0.363636363636364,0.848166666666667,0,0.0353,0.000647,0.431,0.153,0.56,0.105173,1,0.73
"Duality","Slipknot","Metal",0.354,0.982,0.363636363636364,0.949566666666667,0,0.168,0.000237,0.000294,0.204,0.194,0.143772,1,0.75
"The Trooper - 2015 Remaster","Iron Maiden","Metal",0.285,0.908,0.363636363636364,0.923316666666667,0,0.0705,0.0318,0.00909,0.311,0.669,0.159756,1,0.71
"Chop Suey!","System Of A Down","Metal",0.42,0.929,0.636363636363636,0.935016666666667,0,0.121,0.000353,0.000747,0.122,0.3,0.127204,1,0.02
"Raining Blood","Slayer","Metal",0.227,0.995,0.909090909090909,0.927316666666667,0,0.173,0.000405,0.393,0.127,0.0363,0.087499,1,0.62
"Du hast","Rammstein","Metal",0.64,0.922,0.818181818181818,0.895283333333333,0,0.0385,0.00369,0.055,0.332,0.716,0.125105,1,0.01
"Symphony Of Destruction","Megadeth","Metal",0.61,0.891,0.363636363636364,0.909133333333333,0,0.0587,0.000805,0.0928,0.0657,0.51,0.139903,1,0.7
"Stinkfist","TOOL","Metal",0.286,0.728,0,0.889866666666667,1,0.0616,0.000174,0.837,0.133,0.467,0.171454,1,0.65
"Under and Over It","Five Finger Death Punch","Metal",0.468,0.996,1,0.94955,0,0.179,1.41e-05,0,0.26,0.094,0.075978,1,0.46
"Hail to the King","Avenged Sevenfold","Metal",0.58,0.916,0.272727272727273,0.927366666666667,0,0.0387,0.000297,0.0259,0.126,0.683,0.118004,1,0.74
"Laid to Rest","Lamb of God","Metal",0.359,0.959,0.0909090909090909,0.938583333333333,1,0.104,0.000216,0.00343,0.435,0.158,0.103038,0,0
"Ace of Spades","Motörhead","Metal",0.317,0.981,0.545454545454545,0.881633333333333,1,0.174,0.00242,0.00677,0.0852,0.234,0.140079,1,0.74
"Paranoid","Black Sabbath","Classic Rock",0.429,0.631,0.363636363636364,0.8081,0,0.0769,7.85e-05,0.00411,0.175,0.376,0.162734,1,0.76
"Paranoid","Black Sabbath","Metal",0.429,0.631,0.363636363636364,0.8081,0,0.0769,7.85e-05,0.00411,0.175,0.376,0.162734,1,0.76
"The Beautiful People","Marilyn Manson","Metal",0.621,0.834,0.909090909090909,0.8322,0,0.0557,0.000779,0.456,0.0611,0.937,0.143973,1,0.7
"Freak On a Leash","Korn","Metal",0.353,0.898,0.181818181818182,0.90205,1,0.052,2.23e-05,0.105,0.39,0.525,0.103293,1,0.72
"A Warrior's Call","Volbeat","Metal",0.374,0.903,0.909090909090909,0.925166666666667,1,0.0825,0.00075,5.85e-06,0.244,0.429,0.109118,0,0.62
"You Can't Bring Me Down","Suicidal Tendencies","Metal",0.281,0.958,0.363636363636364,0.820033333333333,0,0.375,0.00195,4.69e-05,0.0915,0.0381,0.136851,1,0.53
"Enter Sandman","Metallica","Metal",0.577,0.828,0.545454545454545,0.85515,0,0.0298,0.00213,0.0114,0.0581,0.604,0.123257,1,0.78
"Blood and Thunder","Mastodon","Metal",0.364,0.935,0.181818181818182,0.890866666666667,1,0.0724,8.58e-06,0.729,0.0317,0.478,0.092717,1,0.6
"Madhouse","Anthrax","Metal",0.325,0.885,0.818181818181818,0.822316666666667,1,0.0904,0.0242,0.00432,0.735,0.482,0.163578,1,0.6
"Roots Bloody Roots","Sepultura","Metal",0.428,0.874,0.363636363636364,0.888933333333333,0,0.128,0.000337,0.0419,0.311,0.261,0.119708,1,0.6
"Shadow Moses","Bring Me The Horizon","Metal",0.456,0.985,0.545454545454545,0.95085,1,0.207,0.000235,0.00368,0.103,0.183,0.143006,1,0.61
"Dragula","Rob Zombie","Metal",0.591,0.963,0,0.89185,0,0.0531,8.74e-05,0.000107,0.0781,0.609,0.12503,1,0.69
"Sugar","System Of A Down","Metal",0.451,0.889,0.0909090909090909,0.955116666666667,1,0.261,0.00167,0.00215,0.258,0.586,0.131073,1,0.68
"Dig","Mudvayne","Metal",0.623,0.983,1,0.940866666666667,0,0.151,9.62e-05,0.0617,0.261,0.271,0.134975,1,0.48
"Your Betrayal","Bullet For My Valentine","Metal",0.569,0.883,0.181818181818182,0.9265,0,0.0747,8.07e-05,7.74e-05,0.0883,0.373,0.134003,1,0.67
"Die MF Die","Dope","Metal",0.657,0.96,0.454545454545455,0.941266666666667,0,0.07,0.00169,0.000997,0.109,0.567,0.12602,1,0.66
"Painkiller","Judas Priest","Metal",0.435,0.987,0.0909090909090909,0.922216666666667,0,0.16,0.000195,0.0847,0.268,0.101,0.10316,1,0.65
"Biggest & The Best - Remastered version","Clawfinger","Metal",0.551,0.918,0.0909090909090909,0.91325,1,0.0642,0.015,0.000622,0.093,0.6,0.170399,1,0.46
"The Toxic Waltz","Exodus","Metal",0.262,0.988,1,0.917966666666667,0,0.253,0.00655,0.897,0.132,0.227,0.091319,1,0.54
"Davidian","Machine Head","Metal",0.278,0.937,0.636363636363636,0.884133333333333,1,0.168,0.000535,0.118,0.227,0.29,0.154244,0,0.57
"Linchpin","Fear Factory","Metal",0.693,0.871,0,0.943516666666667,1,0.0844,0.00358,2.01e-05,0.11,0.533,0.111989,1,0.58
